wind_supply (MWh),wind_demand (MWh),wind_price (INR),solar_supply (MWh),solar_demand (MWh),solar_price (INR),biogas_supply (MWh),biogas_demand (MWh),biogas_price (INR)
51,17,4.248674125920393,112,36,3.9532344905480157,68,35,4.712805858333946
90,66,5.19733735123742,49,46,2.873732225439112,76,59,5.773808769307356
78,88,3.8258322095305815,102,83,4.143810046900509,42,9,4.84990718387572
47,74,4.041772110052749,45,63,3.4369086861074063,74,13,4.70636796136666
85,77,3.5866912398546518,104,26,3.495503179287251,69,33,4.627319774323931
61,79,4.228853622670503,54,38,3.0486460911210123,67,39,5.78587164492267
64,66,4.259819089648241,86,34,3.1002952406710587,53,39,4.845680636642638
81,28,5.110541194414502,50,72,2.6683463772092884,57,54,5.754272111259242
76,86,4.8062613405793115,34,88,4.363031976216095,46,34,4.60057769130771
25,82,4.373445116311333,104,27,3.2637335603925077,34,19,5.956607240499191
47,42,4.804227957247496,38,96,2.8244600429914994,34,33,5.005599755820281
47,85,3.6055667010313823,40,84,2.7847094130500274,66,29,4.32924244314124
63,24,3.8605430720367524,94,92,3.3148121952151337,22,61,4.8481406340803055
49,71,4.75389571048351,92,45,3.7644157975884216,21,55,5.3635353452552454
81,80,4.782733638450605,55,43,4.0555642415292485,72,62,5.7756610198079255
94,64,5.048269317414855,103,44,4.349209830421704,71,16,4.254171370025162
81,28,4.305999518107204,48,82,3.771404096207167,37,41,5.116888547862767
20,30,4.945108193232312,45,66,3.341323506675346,64,29,5.065294955910039
46,68,4.867960665120378,85,34,3.343892925298673,51,28,4.656737258811567
81,57,5.426786756739698,97,47,3.6487539233766118,70,40,4.817160691828295
96,56,3.9302604528493585,107,36,3.5760817918524612,47,6,4.609215457533166
22,36,4.6033591275052785,59,33,3.7816292144848758,14,39,4.604795703424782
89,82,4.703528884220939,36,53,3.5068208579444056,57,12,5.066748438868986
91,33,5.497295769868441,41,44,2.6179817034095256,44,32,4.120102501071212
46,80,3.9023682843333036,53,89,3.50145670361861,57,64,4.962642365501058
28,53,4.5464360399345844,51,27,2.5450665319389594,23,58,4.648604898580756
81,87,4.1923706154272775,76,32,2.8612159273352917,63,48,4.928755631157481
56,33,4.551785937158,59,63,3.2748553393805793,35,14,5.949968096012469
70,30,3.964257204206212,89,88,3.6026166023964556,52,9,5.482519682573107
63,68,3.595224756854976,68,55,2.8696363583950895,51,51,5.722961767442452
43,39,4.6451309077953775,49,96,3.052601317583153,27,35,4.742960048594911
98,32,4.171708631721664,55,46,3.248421989060491,64,33,5.411658119392815
78,37,3.8638828034968675,78,29,2.894430407919332,59,7,4.926298642702631
51,25,4.147871132156068,98,82,4.497527130889026,30,30,5.1942018008409185
71,53,3.59856040289549,71,97,4.10942656938732,43,6,4.875951195815931
81,82,5.400884468180207,35,87,4.121873234489087,49,60,4.26341839546626
77,39,4.662295829946521,82,85,3.6377277131904098,39,18,5.894688463807398
71,77,5.12953736269405,63,76,4.422649240368699,79,19,5.412728707636872
31,44,4.346236395095461,98,57,3.9644013160833134,34,49,5.201213712616179
58,59,5.306629335132372,39,46,3.161757266985068,78,51,5.121571904438721
21,75,4.466636443104507,57,75,3.721053319827836,38,24,5.445773917178447
22,65,4.647890644401339,32,35,3.5874000934219503,76,22,5.065095551075673
75,23,4.4835879601253135,106,82,3.6605776472893634,66,65,4.431832183450057
78,16,4.966556591735303,77,74,4.135453345019341,56,9,4.014621291390575
21,19,4.633312155204125,95,94,3.5191237281303844,26,62,4.766167153817319
21,76,4.043197847160796,64,41,3.9572810044759863,58,64,5.127223606500592
73,83,3.7910790626452924,81,70,3.001193560663206,59,17,4.7435066029024995
20,66,4.712248777765955,91,68,4.364123890496153,14,44,5.066626688438221
38,19,4.4783599230940725,81,81,2.6727643187742656,22,56,5.329754365989489
21,73,3.691951393392226,76,29,4.487159823893344,72,6,5.619717429679344
72,82,4.291234931586537,83,63,3.765346216586658,48,57,4.597285620788527
63,23,4.529552844000907,57,82,3.4399029372220524,77,15,5.266360482890731
51,36,5.15378646765118,52,33,3.121564262551077,54,15,5.783552897258056
89,41,3.6522021116667247,116,47,3.310283771791151,26,14,4.304862084581323
51,24,4.196990696492006,64,71,4.064846599000914,68,32,5.380989695551305
87,75,5.1453122454207705,61,60,2.778865925993907,68,15,5.8289122584613455
74,65,4.7968478635431575,31,55,3.005370278921937,17,11,5.34267954538704
94,24,4.079916643607573,45,47,2.747454749694705,39,33,4.185176222499962
75,20,5.190670244045284,45,80,3.3533090390663274,12,69,4.566269733220168
36,76,4.486587161125385,80,95,3.2744453728305287,26,56,4.3789605247246834
57,19,4.496703782620921,96,70,3.797569806984399,60,19,5.8247197388812335
43,84,5.453174678400769,83,82,4.491431829630835,33,11,5.984094246995866
88,77,5.394233006472756,49,60,4.284718539124557,73,59,4.865679875529018
89,70,4.217065366739687,62,92,4.260755384620043,58,7,5.792391539185654
30,73,3.7811582573261644,115,84,3.7914163516141675,29,24,4.270143566351861
35,77,4.151333464556188,37,38,3.0412165926543704,38,7,4.0068739139544185
92,73,3.560966520622776,53,49,3.268171319441251,19,33,5.136735199134674
78,65,3.541535773420782,82,95,3.000244260533055,18,24,5.974770004967497
89,64,4.291044272502838,93,68,2.77016801994461,72,14,5.124705709078694
99,18,5.382039645394468,87,70,3.3720624905817784,42,65,5.961021679063825
22,62,5.242714682464415,66,37,4.295070104341327,33,41,4.901495984045582
39,46,4.522885667835246,113,86,3.987682201163011,41,55,4.764082443522589
78,65,4.630452762341662,41,43,4.46967579181503,13,46,5.8591574316310515
55,66,3.511866993492113,113,36,2.8896342801014705,71,34,4.09761772621224
38,88,3.9310023116675312,113,72,3.501088111693796,31,49,4.6535755581758105
86,48,3.5495482538687675,33,57,4.086092197443129,32,28,4.886995247953152
38,50,5.009079065390775,60,61,3.420922393784556,35,35,4.1738706839894055
39,84,3.7912915920529953,115,30,3.210108758338092,58,27,5.034191063865996
90,57,5.238094204953634,108,67,4.131773628114402,53,57,4.750604072402456
71,30,4.7866486273515765,67,74,3.3606160863914596,31,46,4.873957910587162
52,73,3.9588373530314267,66,70,4.325934804315823,76,40,5.372660121418036
59,67,3.8154406341664995,104,97,3.036802799546628,51,38,4.140703355814446
58,33,4.755249401846106,43,52,4.2929075092172795,61,30,5.923586774995904
20,55,5.3016739605646475,104,91,3.0569216822014287,26,29,5.044871341691971
30,61,4.936720437828763,102,35,3.0791286265481754,23,7,5.677621823290558
76,68,4.197093303206755,53,44,3.3411685435815537,73,47,4.636990733191782
69,69,4.6747671905372945,39,54,3.531623711183099,54,10,4.627036860325362
42,33,4.1215233907448425,67,60,3.3364501792032875,73,58,5.807627732119307
50,76,5.4982991335573175,72,92,4.224298180508086,39,56,4.234952949847763
61,73,4.9976783769237025,66,60,4.0911381823229,22,17,4.207556242752902
26,79,4.728763279513507,71,82,3.1197269662127827,35,60,5.3941694543661995
35,82,4.346518285531658,61,52,3.523039767494528,41,51,4.9320546953134174
79,42,4.736304580519114,113,63,3.362059766150555,55,69,5.4346306818238315
21,32,4.183232124934669,43,90,2.61214064652476,60,17,4.865802562515785
20,40,3.5577296789160613,33,67,3.9962939295666713,43,34,4.423486398643593
67,33,4.290177044713266,53,29,2.863333224207759,37,37,5.430491087665697
31,69,5.360961639159734,39,37,4.368283450687189,28,42,4.078110704485681
88,71,4.752602189547732,45,33,3.295556799757458,57,47,4.8959241395486455
56,20,3.667911406141803,68,81,3.744515980407232,43,7,4.917303425844283
51,15,5.269987226790052,47,51,4.136598679960768,25,47,4.15585603870143
28,22,4.0377496986830295,54,85,2.8605934666351227,36,8,4.48326302233607
38,65,3.987538986165455,36,74,3.5822727034600534,60,36,4.519942849723143
67,39,4.094181937560641,85,58,2.974839588527251,63,5,5.785980795878317
99,61,4.654404472251915,76,89,3.5193415048015475,26,17,5.025280044966184
22,69,4.589376186867954,111,69,3.658872033519782,77,40,5.3415273686268785
39,78,4.482827509245763,111,58,2.8382821998143806,10,30,4.109818544343844
43,24,4.935073727025254,32,97,3.6616371554644687,23,26,4.206960202142076
73,70,4.133075462669918,30,32,3.409816011857565,16,15,5.126740423134255
52,26,5.064129043144862,62,72,3.543999284192129,73,29,5.670233201622091
43,47,3.8506433567571983,100,60,4.309934037441693,17,49,4.105961455845779
94,85,5.065241578154018,103,90,3.467606257529726,63,40,5.966946439721422
91,31,4.827620210500566,88,35,3.4522970771778327,33,38,5.77088450790658
55,75,4.8664166190951725,101,76,3.440797216168477,64,38,5.746292162230946
57,24,4.46310679425452,61,60,3.7462105695950045,10,36,4.017348086825638
44,45,4.834003065361729,116,55,3.2350346307490385,78,29,4.8127847651405755
37,74,3.6595940931189146,46,48,4.102720192719899,41,63,5.591529227037693
85,84,5.2031022340987345,107,45,3.0721002266278328,10,61,5.517209099425022
73,31,3.611094466975292,46,54,3.099092401537949,75,33,4.691281919233732
54,64,3.797483019742995,118,96,3.6775004789915164,51,25,5.755279527171235
99,51,4.653579416994472,50,88,3.0197786954824863,18,25,5.272119305906176
80,76,4.978822910913383,84,63,2.679892392806776,33,51,5.987900067816424
60,86,3.6525031286925067,35,25,2.911171079914564,28,36,4.669449978922435
52,43,5.34152962824464,113,66,4.3273147553487155,60,26,5.28709530020425
87,46,5.447215297601398,78,29,2.5214011801409706,11,46,4.848981607613759
52,25,4.7119003460154225,113,36,2.766922769774042,19,15,5.29510899041504
33,20,4.4624869107536735,55,53,4.016079270243539,78,62,4.519538294573377
40,49,4.982789944559499,61,27,4.459721682798472,15,45,4.7649529968668904
67,47,4.15671470465441,101,85,3.876370591004842,71,29,5.864459380998165
39,32,4.486528868210213,73,75,4.344668973653606,75,20,4.578119486411893
27,51,5.332302053628803,88,60,4.210471513421927,17,38,5.24140726987258
26,27,5.411310850483067,58,99,3.459940303879328,77,50,5.837177458512497
86,88,5.35413823210237,46,26,3.1670464907157103,68,52,4.962041226632847
36,78,4.0248961339276805,47,53,3.764475727419835,59,41,5.390186769993614
52,15,3.9649380804335266,69,65,3.5671068219080437,45,26,5.496096217240176
67,77,4.095329011858628,92,53,2.5516586392885054,17,11,5.088219715439859
95,48,4.38262222477692,111,88,4.414594340165012,26,51,4.7578183714922035
78,24,4.128334825583927,104,82,3.6404947309473563,68,21,5.616852088945608
41,21,4.2484255914781155,74,34,4.248983583355338,17,7,5.108234242457205
49,70,4.741273904241519,105,35,3.969260342008649,52,16,4.232274571692796
57,51,5.025051354187951,108,31,3.1816659867310797,72,23,5.749089275984386
70,43,4.971116396535834,119,85,4.302315984402176,21,35,4.594889686097389
73,26,5.128847134158304,32,90,4.08084470620957,65,6,4.986883669037942
27,31,3.5643688064308043,32,77,3.359583253807771,58,22,4.427612977256739
46,62,3.5954675793575124,67,89,4.180956496006444,61,59,4.985317943300965
46,40,5.078765921377259,102,51,3.043104665380433,20,8,4.258505259906427
40,26,4.566157644649264,69,31,3.841366957650271,36,26,5.1325259170109625
49,35,4.65628134752424,97,89,2.729163496468671,71,38,5.0455607213708875
47,56,3.605173720428754,83,82,4.231535470827291,18,52,5.636827850094943
83,75,4.010627602342542,49,49,3.9588653338957864,45,28,5.119799029820469
88,72,4.776708609770956,44,72,2.8051356625219754,55,49,4.817487754913864
80,68,5.2183637802213525,34,28,2.5426692105244646,38,14,4.932671581306346
67,48,5.333966794362805,68,32,3.2797357497258446,77,50,5.209468427798685
38,21,4.500838991670164,69,92,3.850545181288024,50,40,5.67915645502218
23,49,4.590948465476395,36,84,3.0662948130120715,37,55,4.083462459427305
54,29,5.1660992621379815,101,28,4.4465103759613225,73,36,5.85318906025503
83,79,4.575249201494709,62,32,4.369362776423953,33,36,4.167764611671536
68,39,4.5337170510746345,66,40,3.6958809290418797,25,19,4.689400140189837
36,73,5.310168075521908,61,43,3.131198145173455,31,13,4.67235857894649
63,20,5.07986544211176,72,25,4.292538503711511,56,62,5.06349634558056
49,66,5.318145052722589,92,58,4.106941681525728,26,40,4.70932275163951
65,35,3.9364941095623074,65,69,2.67230870545827,10,26,4.4385403299438195
25,85,4.548750973310714,78,87,3.452645659252281,40,17,4.486848134391064
56,46,5.184944257186716,54,30,4.462429790417461,21,45,5.970589930512233
43,67,3.722295654934218,95,60,3.407810748516133,29,30,5.67328491220279
65,73,5.089324308587924,38,90,4.365816939867006,28,65,5.610945318630568
72,83,3.865946766829739,47,32,4.454578687258713,14,48,4.838542014980774
79,76,5.1162375099706425,51,91,3.2747184959693305,24,34,5.872365626436662
82,18,4.7240018751137365,44,51,4.429116954088457,34,41,4.125433015228243
51,32,3.8864719829697343,36,58,2.775881073248694,44,62,4.250626050954972
52,70,4.446708358665602,42,52,2.820238889031872,64,39,4.493442433614901
86,38,4.863810332921544,65,55,3.053086819161478,72,53,5.283389411603427
37,80,4.767705801767085,45,41,3.435112373474924,56,63,4.33371099255277
44,27,4.354494392463408,70,79,2.862049550508215,76,11,4.671998111599171
73,76,5.298733057841854,50,99,3.1803554070218953,73,39,4.354433912709766
77,68,4.538526828975689,57,33,2.707306211200402,31,43,5.599330711154832
86,29,4.511734597057377,103,81,3.360016225806582,78,10,5.818369912702647
65,83,3.6245011798829085,112,69,4.154956968169817,11,69,5.700820943123539
43,17,5.344240779595275,46,30,3.690107076257994,34,31,4.054640973347146
51,51,3.854233137356746,94,38,4.1203182650587795,70,15,4.6344085137823585
66,51,4.556689386873108,42,55,2.771425390529891,14,13,5.275164845749168
42,17,5.10713520280062,65,78,3.2988715804775106,37,14,4.001387627888224
85,77,3.930906553911287,87,35,2.578646418851698,75,58,5.492718122134773
46,49,4.554746579941682,49,93,3.2399580934863508,24,47,5.737566413599122
21,66,3.981369818446682,81,26,3.7289954714850806,64,54,4.155161974026572
36,42,5.019389995599823,35,41,3.6377384073623595,47,50,4.8624435675722575
52,32,4.628682335746301,52,60,2.620645422356028,32,67,4.605643358112772
28,50,5.211951720790287,71,27,2.624118901255499,23,53,5.893878698984502
62,47,5.2891160057547655,53,87,3.110134955585865,41,35,4.6494694174376745
67,78,4.797466964890797,34,67,4.04279833959211,53,67,5.161873275446172
58,40,4.950782492317889,61,57,2.5411534820205333,79,12,4.018120889699058
61,62,4.598440199773727,75,53,3.731854509671183,67,44,5.673205322109438
45,54,4.268857466134766,46,47,2.8674034584635875,13,64,4.058572809005041
69,31,4.796235846041669,104,83,4.388632484840883,71,55,5.138463723445358
44,54,5.316577246974658,56,73,3.360430757566082,69,9,5.481426341687451
43,21,4.333360760862876,97,79,2.5957678413103027,68,35,4.7932481241656415
32,71,4.1288200527475905,52,99,3.927276960634848,38,11,4.063334461452655
79,22,4.276873877105148,116,52,3.469218876747201,28,49,5.8014415727063415
26,70,4.370795260423199,63,95,4.262480757746415,26,51,4.732148400728095
76,45,3.6471220579554324,50,96,3.8036502133832064,13,18,4.932321898186439
55,73,4.496883680869988,51,49,3.8850513224845806,53,29,5.62616079096682
64,72,4.4886284961001195,94,31,4.034519715062469,13,51,5.321337591599735
39,26,4.676887655281046,61,97,3.340708749443243,68,50,4.650739801617748
84,62,4.225640060942663,91,99,4.085094381036477,21,49,5.081281525707195
27,45,4.726215191911179,57,58,2.6012459401726318,56,35,4.187927739637281
35,77,5.256432620548406,111,46,4.031054809433233,16,56,4.962339576503156
33,88,5.410941980990328,36,91,3.7726156746765693,21,8,4.856560829281131
95,53,4.667224432282099,83,74,3.633330082403024,63,50,5.519892811956678
34,34,3.585181907940626,99,72,3.1363012384612325,67,33,5.599996511272476
85,62,5.438471994534218,43,96,2.728225216862464,72,53,5.744504679633209
51,85,4.9117241217925125,84,94,3.794401634652287,24,69,5.714476433542208
82,68,4.171927297107304,87,81,3.4433418675988268,46,5,5.996693681812231
70,89,3.794315401927447,73,49,2.935689708505319,65,63,5.4149126423103295
44,85,3.78683722447255,75,90,2.5867333854261654,40,41,5.24145930001082
77,43,3.8354888122792055,43,40,3.577530334863996,24,56,4.294352833200989
82,88,3.5911450432276406,73,82,2.752592603965115,11,6,4.93632032864474
81,87,5.304308377305823,70,65,4.358838773566125,22,25,4.8609095445500605
41,62,4.581536465654673,102,75,2.801263716985345,14,33,5.469198475463879
77,88,4.899918825427674,31,45,2.5640507922810936,57,42,4.549356950979379
77,70,5.156217018536615,111,80,3.02409502806589,42,36,5.741694277838969
68,31,5.0830820126664005,34,71,2.8499132260529727,41,45,4.439629832743466
71,23,5.2652112474576835,119,67,4.082476450199545,62,26,4.96715013561178
61,48,5.434509245049904,116,55,3.078685212509079,30,46,5.888694875563392
89,59,4.378141229483879,41,39,2.9904811143467858,75,16,4.687961940590753
34,23,5.400670933336781,107,72,4.489616816423494,70,61,5.455914607687297
73,21,4.946579896685632,106,86,2.80012358240977,63,12,4.671238686958159
79,30,3.641336380616157,76,94,2.669997075169154,50,32,5.028797279596494
27,33,4.863566242424691,108,27,3.1112482116983067,47,61,5.551272567337981
72,20,4.873433319209697,64,62,3.3101806459251435,42,57,5.629152592171682
79,25,5.311721127585054,48,82,4.02084835528799,17,21,5.6849804210731225
24,75,4.2458642649401845,108,91,4.410887837443081,45,25,4.19909764474638
87,56,4.669823000543635,92,69,4.027354276396383,42,55,5.709766013256268
25,27,3.524375102023485,37,68,3.953276939933472,38,11,4.2927536751882975
66,26,4.164150484362672,52,32,4.482895807458083,66,65,4.545624861779382
74,88,3.624487452317562,42,90,4.0307274781336675,70,58,5.942181020494095
59,34,4.543745945529794,52,95,2.7790663688417103,64,45,4.288438303326084
71,64,5.1348953010139065,60,85,3.4230594764827993,61,64,4.502167102357152
35,50,3.912885384258138,59,41,3.507009239991418,52,48,4.6715628010856305
32,83,4.554882091115557,71,95,3.109620639388403,35,33,5.612392654396865
49,51,3.9080172730215343,31,60,2.828550851035763,11,47,4.6417582414764995
38,26,3.7413769356924806,40,92,3.923481055255836,64,41,5.651954845415476
36,54,4.521993583868685,54,45,3.054989315130341,27,65,4.4111866416956
